ID задачи;Название;Область;Число навыков;Навыки;Длительность от, мин;Длительность до, мин
T0311;Юстировка: IP-камера купольная;Видеонаблюдение;3;Видеонаблюдение, Измерения, Документирование;70;120
T0312;Замена: IP-камера купольная;Видеонаблюдение;1;Видеонаблюдение;20;45
T0313;Герметизация: IP-камера купольная;Видеонаблюдение;2;Видеонаблюдение, Монтаж;40;80
T0314;Монтаж: IP-камера уличная;Видеонаблюдение;3;Видеонаблюдение, Монтаж, Работа на высоте;70;120
T0315;Настройка: IP-камера уличная;Видеонаблюдение;1;Видеонаблюдение;20;45
T0316;Юстировка: IP-камера уличная;Видеонаблюдение;2;Видеонаблюдение, Измерения;40;80
T0317;Замена: IP-камера уличная;Видеонаблюдение;3;Видеонаблюдение, Монтаж, Работа на высоте;70;120
T0318;Герметизация: IP-камера уличная;Видеонаблюдение;1;Видеонаблюдение;20;45
T0319;Монтаж: видеорегистратор;Видеонаблюдение;2;Видеонаблюдение, Монтаж;40;80
T0320;Настройка: видеорегистратор;Видеонаблюдение;3;Видеонаблюдение, Пусконаладка, Документирование;70;120
T0321;Юстировка: видеорегистратор;Видеонаблюдение;1;Видеонаблюдение;20;45
T0322;Замена: видеорегистратор;Видеонаблюдение;2;Видеонаблюдение, Монтаж;40;80
T0323;Герметизация: видеорегистратор;Видеонаблюдение;3;Видеонаблюдение, Монтаж, Документирование;70;120
T0324;Монтаж: кронштейн камеры;Видеонаблюдение;1;Видеонаблюдение;20;45
T0325;Настройка: кронштейн камеры;Видеонаблюдение;2;Видеонаблюдение, Пусконаладка;40;80
T0326;Юстировка: кронштейн камеры;Видеонаблюдение;3;Видеонаблюдение, Измерения, Документирование;70;120
T0327;Замена: кронштейн камеры;Видеонаблюдение;1;Видеонаблюдение;20;45
T0328;Герметизация: кронштейн камеры;Видеонаблюдение;2;Видеонаблюдение, Монтаж;40;80
T0329;Монтаж: коммутатор камер;Видеонаблюдение;3;Видеонаблюдение, Монтаж, Документирование;70;120
T0330;Настройка: коммутатор камер;Видеонаблюдение;1;Видеонаблюдение;20;45
T0331;Юстировка: коммутатор камер;Видеонаблюдение;2;Видеонаблюдение, Измерения;40;80
T0332;Замена: коммутатор камер;Видеонаблюдение;3;Видеонаблюдение, Монтаж, Документирование;70;120
T0333;Герметизация: коммутатор камер;Видеонаблюдение;1;Видеонаблюдение;20;45
T0334;Установка считывателя на дверь;СКУД и домофония;2;СКУД, Монтаж;40;80
T0335;Настройка контроллера доступа;СКУД и домофония;2;СКУД, Пусконаладка;40;80
T0336;Замена вызывной панели;СКУД и домофония;2;СКУД, Монтаж;40;80
T0337;Программирование ключей доступа;СКУД и домофония;1;СКУД;20;45
T0338;Монтаж: считыватель карт;СКУД и домофония;1;СКУД;20;45
T0339;Подключение: считыватель карт;СКУД и домофония;2;СКУД, Монтаж;40;80
T0340;Программирование: считыватель карт;СКУД и домофония;3;СКУД, Пусконаладка, Документирование;70;120
T0341;Диагностика: считыватель карт;СКУД и домофония;1;СКУД;20;45
T0342;Замена: считыватель карт;СКУД и домофония;2;СКУД, Монтаж;40;80
T0343;Монтаж: электромагнитный замок;СКУД и домофония;3;СКУД, Монтаж, Документирование;70;120
T0344;Подключение: электромагнитный замок;СКУД и домофония;1;СКУД;20;45
T0345;Программирование: электромагнитный замок;СКУД и домофония;2;СКУД, Пусконаладка;40;80
T0346;Диагностика: электромагнитный замок;СКУД и домофония;3;СКУД, Диагностика, Документирование;70;120
T0347;Замена: электромагнитный замок;СКУД и домофония;1;СКУД;20;45
T0348;Монтаж: контроллер доступа;СКУД и домофония;2;СКУД, Монтаж;40;80
T0349;Подключение: контроллер доступа;СКУД и домофония;3;СКУД, Монтаж, Документирование;70;120
T0350;Программирование: контроллер доступа;СКУД и домофония;1;СКУД;20;45
T0351;Диагностика: контроллер доступа;СКУД и домофония;2;СКУД, Диагностика;40;80
T0352;Замена: контроллер доступа;СКУД и домофония;3;СКУД, Монтаж, Документирование;70;120
T0353;Монтаж: вызывная панель;СКУД и домофония;1;СКУД;20;45
T0354;Подключение: вызывная панель;СКУД и домофония;2;СКУД, Монтаж;40;80
T0355;Программирование: вызывная панель;СКУД и домофония;3;СКУД, Пусконаладка, Документирование;70;120
T0356;Диагностика: вызывная панель;СКУД и домофония;1;СКУД;20;45
T0357;Замена: вызывная панель;СКУД и домофония;2;СКУД, Монтаж;40;80
T0358;Монтаж: трубка домофона;СКУД и домофония;3;СКУД, Монтаж, Документирование;70;120
T0359;Подключение: трубка домофона;СКУД и домофония;1;СКУД;20;45
T0360;Программирование: трубка домофона;СКУД и домофония;2;СКУД, Пусконаладка;40;80
T0361;Диагностика: трубка домофона;СКУД и домофония;3;СКУД, Диагностика, Документирование;70;120
T0362;Замена: трубка домофона;СКУД и домофония;1;СКУД;20;45
T0363;Монтаж: турникет;СКУД и домофония;2;СКУД, Монтаж;40;80
T0364;Подключение: турникет;СКУД и домофония;3;СКУД, Монтаж, Документирование;70;120
T0365;Программирование: турникет;СКУД и домофония;1;СКУД;20;45
T0366;Диагностика: турникет;СКУД и домофония;2;СКУД, Диагностика;40;80
T0367;Замена: турникет;СКУД и домофония;3;СКУД, Монтаж, Документирование;70;120
T0368;Юстировка антенны на мачте;Радио и базовые станции;3;Радиосвязь, Работа на высоте, Измерения;70;120
T0369;Монтаж радиомоста на кровле;Радио и базовые станции;2;Радиосвязь, Работа на высоте;40;80
T0370;Подключение фидера;Радио и базовые станции;2;Радиосвязь, Монтаж;40;80
T0371;Измерение тракта антенны;Радио и базовые станции;2;Радиосвязь, Измерения;40;80
T0372;Юстировка: секторная антенна;Радио и базовые станции;1;Радиосвязь;20;45
T0373;Монтаж: секторная антенна;Радио и базовые станции;2;Радиосвязь, Монтаж;40;80
T0374;Измерение: секторная антенна;Радио и базовые станции;3;Радиосвязь, Измерения, Работа на высоте;70;120
T0375;Герметизация: секторная антенна;Радио и базовые станции;1;Радиосвязь;20;45
T0376;Замена: секторная антенна;Радио и базовые станции;2;Радиосвязь, Монтаж;40;80
T0377;Юстировка: радиомост;Радио и базовые станции;3;Радиосвязь, Измерения, Документирование;70;120
T0378;Монтаж: радиомост;Радио и базовые станции;1;Радиосвязь;20;45
T0379;Измерение: радиомост;Радио и базовые станции;2;Радиосвязь, Измерения;40;80
T0380;Герметизация: радиомост;Радио и базовые станции;3;Радиосвязь, Монтаж, Документирование;70;120
T0381;Замена: радиомост;Радио и базовые станции;1;Радиосвязь;20;45
T0382;Юстировка: радиомодуль на мачте;Радио и базовые станции;2;Радиосвязь, Измерения;40;80
T0383;Монтаж: радиомодуль на мачте;Радио и базовые станции;3;Радиосвязь, Монтаж, Работа на высоте;70;120
T0384;Измерение: радиомодуль на мачте;Радио и базовые станции;1;Радиосвязь;20;45
T0385;Герметизация: радиомодуль на мачте;Радио и базовые станции;2;Радиосвязь, Монтаж;40;80
T0386;Замена: радиомодуль на мачте;Радио и базовые станции;3;Радиосвязь, Монтаж, Работа на высоте;70;120
T0387;Юстировка: фидер на кровле;Радио и базовые станции;1;Радиосвязь;20;45
T0388;Монтаж: фидер на кровле;Радио и базовые станции;2;Радиосвязь, Монтаж;40;80
T0389;Измерение: фидер на кровле;Радио и базовые станции;3;Радиосвязь, Измерения, Работа на высоте;70;120
T0390;Герметизация: фидер на кровле;Радио и базовые станции;1;Радиосвязь;20;45
T0391;Замена: фидер на кровле;Радио и базовые станции;2;Радиосвязь, Монтаж;40;80
T0392;Юстировка: мачта на кровле;Радио и базовые станции;3;Радиосвязь, Измерения, Работа на высоте;70;120
T0393;Монтаж: мачта на кровле;Радио и базовые станции;1;Радиосвязь;20;45
T0394;Измерение: мачта на кровле;Радио и базовые станции;2;Радиосвязь, Измерения;40;80
T0395;Герметизация: мачта на кровле;Радио и базовые станции;3;Радиосвязь, Монтаж, Работа на высоте;70;120
T0396;Замена: мачта на кровле;Радио и базовые станции;1;Радиосвязь;20;45
T0397;Замена аккумуляторов ИБП;ИБП и питание площадки;1;Питание площадки;20;45
T0398;Подключение стойки к ИБП;ИБП и питание площадки;2;Питание площадки, Электромонтаж;40;80
T0399;Настройка АВР площадки;ИБП и питание площадки;2;Питание площадки, Электробезопасность;40;80
T0400;Диагностика пропадания питания;ИБП и питание площадки;2;Питание площадки, Диагностика;40;80
T0401;Подключение: ИБП стойки;ИБП и питание площадки;1;Питание площадки;20;45
T0402;Замена: ИБП стойки;ИБП и питание площадки;2;Питание площадки, Монтаж;40;80
T0403;Настройка: ИБП стойки;ИБП и питание площадки;3;Питание площадки, Пусконаладка, Электробезопасность;70;120
T0404;Диагностика: ИБП стойки;ИБП и питание площадки;1;Питание площадки;20;45
T0405;Измерение: ИБП стойки;ИБП и питание площадки;2;Питание площадки, Измерения;40;80
T0406;Подключение: аккумуляторы ИБП;ИБП и питание площадки;3;Питание площадки, Монтаж, Электробезопасность;70;120
T0407;Замена: аккумуляторы ИБП;ИБП и питание площадки;1;Питание площадки;20;45
T0408;Настройка: аккумуляторы ИБП;ИБП и питание площадки;2;Питание площадки, Пусконаладка;40;80
T0409;Диагностика: аккумуляторы ИБП;ИБП и питание площадки;3;Питание площадки, Диагностика, Электробезопасность;70;120
T0410;Измерение: аккумуляторы ИБП;ИБП и питание площадки;1;Питание площадки;20;45
T0411;Подключение: щит питания стойки;ИБП и питание площадки;2;Питание площадки, Монтаж;40;80
T0412;Замена: щит питания стойки;ИБП и питание площадки;3;Питание площадки, Монтаж, Электробезопасность;70;120
T0413;Настройка: щит питания стойки;ИБП и питание площадки;1;Питание площадки;20;45
T0414;Диагностика: щит питания стойки;ИБП и питание площадки;2;Питание площадки, Диагностика;40;80
T0415;Измерение: щит питания стойки;ИБП и питание площадки;3;Питание площадки, Измерения, Электробезопасность;70;120
T0416;Подключение: щит АВР;ИБП и питание площадки;1;Питание площадки;20;45
T0417;Замена: щит АВР;ИБП и питание площадки;2;Питание площадки, Монтаж;40;80
T0418;Настройка: щит АВР;ИБП и питание площадки;3;Питание площадки, Пусконаладка, Электробезопасность;70;120
T0419;Диагностика: щит АВР;ИБП и питание площадки;1;Питание площадки;20;45
T0420;Измерение: щит АВР;ИБП и питание площадки;2;Питание площадки, Измерения;40;80
T0421;Подключение: дизельная установка;ИБП и питание площадки;3;Питание площадки, Монтаж, Документирование;70;120
T0422;Замена: дизельная установка;ИБП и питание площадки;1;Питание площадки;20;45
T0423;Настройка: дизельная установка;ИБП и питание площадки;2;Питание площадки, Пусконаладка;40;80
T0424;Диагностика: дизельная установка;ИБП и питание площадки;3;Питание площадки, Диагностика, Документирование;70;120
T0425;Измерение: дизельная установка;ИБП и питание площадки;1;Питание площадки;20;45
T0426;Установка роутера у клиента;Клиентское оборудование;1;Абонентское оборудование;20;45
T0427;Настройка интернета и Wi-Fi у клиента;Клиентское оборудование;2;Абонентское оборудование, Wi-Fi;40;80
T0428;Подключение IPTV;Клиентское оборудование;1;Абонентское оборудование;20;45
T0429;Диагностика «нет интернета»;Клиентское оборудование;2;Абонентское оборудование, Диагностика;40;80
T0430;Установка: абонентский роутер;Клиентское оборудование;1;Абонентское оборудование;20;45
T0431;Настройка: абонентский роутер;Клиентское оборудование;2;Абонентское оборудование, Пусконаладка;40;80
T0432;Замена: абонентский роутер;Клиентское оборудование;3;Абонентское оборудование, Монтаж, Документирование;70;120
T0433;Обновление ПО: абонентский роутер;Клиентское оборудование;1;Абонентское оборудование;20;45
T0434;Диагностика: абонентский роутер;Клиентское оборудование;2;Абонентское оборудование, Диагностика;40;80
T0435;Установка: абонентский терминал;Клиентское оборудование;3;Абонентское оборудование, Монтаж, Документирование;70;120
T0436;Настройка: абонентский терминал;Клиентское оборудование;1;Абонентское оборудование;20;45
T0437;Обновление ПО: абонентский терминал;Клиентское оборудование;3;Абонентское оборудование, Пусконаладка, Документирование;70;120
T0438;Диагностика: абонентский терминал;Клиентское оборудование;1;Абонентское оборудование;20;45
T0439;Установка: IPTV-приставка;Клиентское оборудование;2;Абонентское оборудование, Монтаж;40;80
T0440;Настройка: IPTV-приставка;Клиентское оборудование;3;Абонентское оборудование, Пусконаладка, Документирование;70;120
T0441;Замена: IPTV-приставка;Клиентское оборудование;1;Абонентское оборудование;20;45
T0442;Обновление ПО: IPTV-приставка;Клиентское оборудование;2;Абонентское оборудование, Пусконаладка;40;80
T0443;Диагностика: IPTV-приставка;Клиентское оборудование;3;Абонентское оборудование, Диагностика, Документирование;70;120
T0444;Установка: блок питания роутера;Клиентское оборудование;1;Абонентское оборудование;20;45
T0445;Настройка: блок питания роутера;Клиентское оборудование;2;Абонентское оборудование, Пусконаладка;40;80
T0446;Замена: блок питания роутера;Клиентское оборудование;3;Абонентское оборудование, Монтаж, Электробезопасность;70;120
T0447;Обновление ПО: блок питания роутера;Клиентское оборудование;1;Абонентское оборудование;20;45
T0448;Диагностика: блок питания роутера;Клиентское оборудование;2;Абонентское оборудование, Диагностика;40;80
T0449;Установка: коммутатор у клиента;Клиентское оборудование;3;Абонентское оборудование, Монтаж, Документирование;70;120
T0450;Настройка: коммутатор у клиента;Клиентское оборудование;1;Абонентское оборудование;20;45
T0451;Замена: коммутатор у клиента;Клиентское оборудование;2;Абонентское оборудование, Монтаж;40;80
T0452;Обновление ПО: коммутатор у клиента;Клиентское оборудование;3;Абонентское оборудование, Пусконаладка, Документирование;70;120
T0453;Диагностика: коммутатор у клиента;Клиентское оборудование;1;Абонентское оборудование;20;45
T0454;Снятие рефлектограммы линии;Измерения;2;Измерения, Оптика;40;80
T0455;Замер заземления шкафа;Измерения;2;Измерения, Заземление;40;80
T0456;Сертификация портов СКС;Измерения;3;Измерения, СКС, Документирование;70;120
T0457;Замер уровня сигнала у клиента;Измерения;2;Измерения, Оптика;40;80
T0458;Измерение: оптическая линия;Измерения;1;Измерения;20;45
T0459;Калибровка: оптическая линия;Измерения;2;Измерения, Документирование;40;80
T0460;Протоколирование: оптическая линия;Измерения;2;Измерения, Документирование;40;80
T0461;Поверка: оптическая линия;Измерения;1;Измерения;20;45
T0462;Измерение: контур заземления шкафа;Измерения;2;Измерения, Документирование;40;80
T0463;Калибровка: контур заземления шкафа;Измерения;3;Измерения, Документирование, Согласование с заказчиком;70;120
T0464;Протоколирование: контур заземления шкафа;Измерения;1;Измерения;20;45
T0465;Поверка: контур заземления шкафа;Измерения;2;Измерения, Документирование;40;80
T0466;Измерение: порты СКС;Измерения;3;Измерения, Документирование, Согласование с заказчиком;70;120
T0467;Калибровка: порты СКС;Измерения;1;Измерения;20;45
T0468;Протоколирование: порты СКС;Измерения;2;Измерения, Документирование;40;80
T0469;Поверка: порты СКС;Измерения;3;Измерения, Документирование, Согласование с заказчиком;70;120
T0470;Калибровка: абонентский терминал;Измерения;2;Измерения, Документирование;40;80
T0471;Протоколирование: абонентский терминал;Измерения;2;Измерения, Документирование;40;80
T0472;Поверка: абонентский терминал;Измерения;1;Измерения;20;45
T0473;Измерение: канал связи;Измерения;2;Измерения, Документирование;40;80
T0474;Калибровка: канал связи;Измерения;3;Измерения, Документирование, Согласование с заказчиком;70;120
T0475;Протоколирование: канал связи;Измерения;1;Измерения;20;45
T0476;Поверка: канал связи;Измерения;2;Измерения, Документирование;40;80
T0477;Протяжка кабеля через колодец;Кабельная канализация;2;Кабельная канализация, Работа в колодце;40;80
T0478;Ввод кабеля в здание;Кабельная канализация;2;Кабельная канализация, Монтаж;40;80
T0479;Крепление стояка в подъезде;Кабельная канализация;1;Кабельная канализация;20;45
T0480;Укладка кабеля в лоток;Кабельная канализация;2;Кабельная канализация, Монтаж;40;80
T0481;Протяжка: колодец связи;Кабельная канализация;1;Кабельная канализация;20;45
T0482;Укладка: колодец связи;Кабельная канализация;2;Кабельная канализация, Монтаж;40;80
T0483;Герметизация ввода: колодец связи;Кабельная канализация;3;Кабельная канализация, Монтаж, Работа в колодце;70;120
T0484;Крепление: колодец связи;Кабельная канализация;1;Кабельная канализация;20;45
T0485;Продувка: колодец связи;Кабельная канализация;2;Кабельная канализация, Монтаж;40;80
T0486;Протяжка: канал кабельной канализации;Кабельная канализация;3;Кабельная канализация, Монтаж, Документирование;70;120
T0487;Укладка: канал кабельной канализации;Кабельная канализация;1;Кабельная канализация;20;45
T0488;Герметизация ввода: канал кабельной канализации;Кабельная канализация;2;Кабельная канализация, Монтаж;40;80
T0489;Крепление: канал кабельной канализации;Кабельная канализация;3;Кабельная канализация, Монтаж, Документирование;70;120
T0490;Продувка: канал кабельной канализации;Кабельная канализация;1;Кабельная канализация;20;45
T0491;Протяжка: ввод в здание;Кабельная канализация;2;Кабельная канализация, Монтаж;40;80
T0492;Укладка: ввод в здание;Кабельная канализация;3;Кабельная канализация, Монтаж, Документирование;70;120
T0493;Герметизация ввода: ввод в здание;Кабельная канализация;1;Кабельная канализация;20;45
T0494;Крепление: ввод в здание;Кабельная канализация;2;Кабельная канализация, Монтаж;40;80
T0495;Продувка: ввод в здание;Кабельная канализация;3;Кабельная канализация, Монтаж, Документирование;70;120
T0496;Протяжка: стояк в подъезде;Кабельная канализация;1;Кабельная канализация;20;45
T0497;Укладка: стояк в подъезде;Кабельная канализация;2;Кабельная канализация, Монтаж;40;80
T0498;Герметизация ввода: стояк в подъезде;Кабельная канализация;3;Кабельная канализация, Монтаж, Документирование;70;120
T0499;Крепление: стояк в подъезде;Кабельная канализация;1;Кабельная канализация;20;45
T0500;Продувка: стояк в подъезде;Кабельная канализация;2;Кабельная канализация, Монтаж;40;80
T0501;Протяжка: лоток на стене;Кабельная канализация;3;Кабельная канализация, Монтаж, Документирование;70;120
T0502;Укладка: лоток на стене;Кабельная канализация;1;Кабельная канализация;20;45
T0503;Герметизация ввода: лоток на стене;Кабельная канализация;2;Кабельная канализация, Монтаж;40;80
T0504;Крепление: лоток на стене;Кабельная канализация;3;Кабельная канализация, Монтаж, Документирование;70;120
T0505;Продувка: лоток на стене;Кабельная канализация;1;Кабельная канализация;20;45
T0506;Установка сервера в стойку;ЦОД и стойки;2;Оборудование стоек, Питание площадки;40;80
T0507;Организация кабелей стойки;ЦОД и стойки;2;Оборудование стоек, Документирование;40;80
T0508;Заземление новой стойки;ЦОД и стойки;2;Оборудование стоек, Заземление;40;80
T0509;Демонтаж оборудования из стойки;ЦОД и стойки;2;Оборудование стоек, Демонтаж;40;80
T0510;Монтаж: стойка в серверной;ЦОД и стойки;1;Оборудование стоек;20;45
T0511;Демонтаж: стойка в серверной;ЦОД и стойки;2;Оборудование стоек, Демонтаж;40;80
T0512;Подключение питания: стойка в серверной;ЦОД и стойки;3;Оборудование стоек, Монтаж, Документирование;70;120
T0513;Маркировка: стойка в серверной;ЦОД и стойки;1;Оборудование стоек;20;45
T0514;Организация кабеля: стойка в серверной;ЦОД и стойки;2;Оборудование стоек, Монтаж;40;80
T0515;Монтаж: сервер в стойке;ЦОД и стойки;3;Оборудование стоек, Монтаж, Документирование;70;120
T0516;Демонтаж: сервер в стойке;ЦОД и стойки;1;Оборудование стоек;20;45
T0517;Подключение питания: сервер в стойке;ЦОД и стойки;2;Оборудование стоек, Монтаж;40;80
T0518;Маркировка: сервер в стойке;ЦОД и стойки;2;Оборудование стоек, Документирование;40;80
T0519;Организация кабеля: сервер в стойке;ЦОД и стойки;1;Оборудование стоек;20;45
T0520;Монтаж: кросс в стойке;ЦОД и стойки;2;Оборудование стоек, Монтаж;40;80
T0521;Демонтаж: кросс в стойке;ЦОД и стойки;3;Оборудование стоек, Демонтаж, Документирование;70;120
T0522;Подключение питания: кросс в стойке;ЦОД и стойки;1;Оборудование стоек;20;45
T0523;Маркировка: кросс в стойке;ЦОД и стойки;2;Оборудование стоек, Документирование;40;80
T0524;Организация кабеля: кросс в стойке;ЦОД и стойки;3;Оборудование стоек, Монтаж, Документирование;70;120
T0525;Монтаж: блок розеток стойки;ЦОД и стойки;1;Оборудование стоек;20;45
T0526;Демонтаж: блок розеток стойки;ЦОД и стойки;2;Оборудование стоек, Демонтаж;40;80
T0527;Подключение питания: блок розеток стойки;ЦОД и стойки;3;Оборудование стоек, Монтаж, Документирование;70;120
T0528;Маркировка: блок розеток стойки;ЦОД и стойки;1;Оборудование стоек;20;45
T0529;Организация кабеля: блок розеток стойки;ЦОД и стойки;2;Оборудование стоек, Монтаж;40;80
T0530;Монтаж: кабель-менеджмент;ЦОД и стойки;3;Оборудование стоек, Монтаж, Документирование;70;120
T0531;Демонтаж: кабель-менеджмент;ЦОД и стойки;1;Оборудование стоек;20;45
T0532;Подключение питания: кабель-менеджмент;ЦОД и стойки;2;Оборудование стоек, Монтаж;40;80
T0533;Маркировка: кабель-менеджмент;ЦОД и стойки;2;Оборудование стоек, Документирование;40;80
T0534;Организация кабеля: кабель-менеджмент;ЦОД и стойки;1;Оборудование стоек;20;45
T0535;Аварийная сварка после обрыва;Аварии и восстановление;3;Аварийные работы, Оптика, Работа в колодце;70;120
T0536;Срочная замена терминала у клиента;Аварии и восстановление;2;Аварийные работы, Абонентское оборудование;40;80
T0537;Переключение на резервный канал;Аварии и восстановление;2;Аварийные работы, Маршрутизация;40;80
T0538;Выезд по массовому отключению;Аварии и восстановление;2;Аварийные работы, Диагностика;40;80
T0539;Локализация: обрыв магистрали;Аварии и восстановление;1;Аварийные работы;20;45
T0540;Аварийное восстановление: обрыв магистрали;Аварии и восстановление;2;Аварийные работы, Документирование;40;80
T0541;Переключение: обрыв магистрали;Аварии и восстановление;3;Аварийные работы, Документирование, Согласование с заказчиком;70;120
T0542;Временная схема: обрыв магистрали;Аварии и восстановление;1;Аварийные работы;20;45
T0543;Локализация: авария на станции;Аварии и восстановление;2;Аварийные работы, Диагностика;40;80
T0544;Аварийное восстановление: авария на станции;Аварии и восстановление;3;Аварийные работы, Документирование, Согласование с заказчиком;70;120
T0545;Переключение: авария на станции;Аварии и восстановление;1;Аварийные работы;20;45
T0546;Временная схема: авария на станции;Аварии и восстановление;2;Аварийные работы, Документирование;40;80
T0547;Локализация: повреждение в колодце;Аварии и восстановление;3;Аварийные работы, Диагностика, Работа в колодце;70;120
T0548;Аварийное восстановление: повреждение в колодце;Аварии и восстановление;1;Аварийные работы;20;45
T0549;Переключение: повреждение в колодце;Аварии и восстановление;2;Аварийные работы, Работа в колодце;40;80
T0550;Временная схема: повреждение в колодце;Аварии и восстановление;3;Аварийные работы, Работа в колодце, Документирование;70;120
T0551;Локализация: сгоревший абонентский терминал;Аварии и восстановление;1;Аварийные работы;20;45
T0552;Аварийное восстановление: сгоревший абонентский терминал;Аварии и восстановление;2;Аварийные работы, Документирование;40;80
T0553;Переключение: сгоревший абонентский терминал;Аварии и восстановление;3;Аварийные работы, Документирование, Согласование с заказчиком;70;120
T0554;Временная схема: сгоревший абонентский терминал;Аварии и восстановление;1;Аварийные работы;20;45
T0555;Локализация: отказ коммутатора доступа;Аварии и восстановление;2;Аварийные работы, Диагностика;40;80
T0556;Аварийное восстановление: отказ коммутатора доступа;Аварии и восстановление;3;Аварийные работы, Документирование, Согласование с заказчиком;70;120
T0557;Переключение: отказ коммутатора доступа;Аварии и восстановление;1;Аварийные работы;20;45
T0558;Временная схема: отказ коммутатора доступа;Аварии и восстановление;2;Аварийные работы, Документирование;40;80
T0559;Монтаж контура заземления шкафа;Заземление и молниезащита;2;Заземление, Электромонтаж;40;80
T0560;Замер сопротивления заземления;Заземление и молниезащита;2;Заземление, Измерения;40;80
T0561;Ревизия заземляющей шины;Заземление и молниезащита;1;Заземление;20;45
T0562;Подключение защитного проводника к щиту;Заземление и молниезащита;2;Заземление, Электробезопасность;40;80
T0563;Монтаж: контур заземления;Заземление и молниезащита;1;Заземление;20;45
T0564;Измерение: контур заземления;Заземление и молниезащита;2;Заземление, Измерения;40;80
T0565;Ревизия: контур заземления;Заземление и молниезащита;3;Заземление, Монтаж, Документирование;70;120
T0566;Подключение: контур заземления;Заземление и молниезащита;1;Заземление;20;45
T0567;Монтаж: главная заземляющая шина;Заземление и молниезащита;2;Заземление, Монтаж;40;80
T0568;Измерение: главная заземляющая шина;Заземление и молниезащита;3;Заземление, Измерения, Документирование;70;120
T0569;Ревизия: главная заземляющая шина;Заземление и молниезащита;1;Заземление;20;45
T0570;Подключение: главная заземляющая шина;Заземление и молниезащита;2;Заземление, Монтаж;40;80
T0571;Монтаж: полоса заземления;Заземление и молниезащита;3;Заземление, Монтаж, Документирование;70;120
T0572;Измерение: полоса заземления;Заземление и молниезащита;1;Заземление;20;45
T0573;Ревизия: полоса заземления;Заземление и молниезащита;2;Заземление, Монтаж;40;80
T0574;Подключение: полоса заземления;Заземление и молниезащита;3;Заземление, Монтаж, Документирование;70;120
T0575;Монтаж: молниеприёмник;Заземление и молниезащита;1;Заземление;20;45
T0576;Измерение: молниеприёмник;Заземление и молниезащита;2;Заземление, Измерения;40;80
T0577;Ревизия: молниеприёмник;Заземление и молниезащита;3;Заземление, Монтаж, Документирование;70;120
T0578;Подключение: молниеприёмник;Заземление и молниезащита;1;Заземление;20;45
T0579;Монтаж: проводник защитного заземления;Заземление и молниезащита;2;Заземление, Монтаж;40;80
T0580;Измерение: проводник защитного заземления;Заземление и молниезащита;3;Заземление, Измерения, Электробезопасность;70;120
T0581;Ревизия: проводник защитного заземления;Заземление и молниезащита;1;Заземление;20;45
T0582;Подключение: проводник защитного заземления;Заземление и молниезащита;2;Заземление, Монтаж;40;80
T0583;Чистка кондиционера серверной;Кондиционирование серверных;1;Охлаждение;20;45
T0584;Диагностика перегрева стойки;Кондиционирование серверных;2;Охлаждение, Диагностика;40;80
T0585;Настройка температуры в серверной;Кондиционирование серверных;2;Охлаждение, Пусконаладка;40;80
T0586;Обслуживание: кондиционер серверной;Кондиционирование серверных;1;Охлаждение;20;45
T0587;Чистка: кондиционер серверной;Кондиционирование серверных;2;Охлаждение, Монтаж;40;80
T0588;Диагностика: кондиционер серверной;Кондиционирование серверных;3;Охлаждение, Диагностика, Документирование;70;120
T0589;Настройка уставки: кондиционер серверной;Кондиционирование серверных;1;Охлаждение;20;45
T0590;Обслуживание: фильтр внутреннего блока;Кондиционирование серверных;2;Охлаждение, Монтаж;40;80
T0591;Чистка: фильтр внутреннего блока;Кондиционирование серверных;3;Охлаждение, Монтаж, Документирование;70;120
T0592;Диагностика: фильтр внутреннего блока;Кондиционирование серверных;1;Охлаждение;20;45
T0593;Настройка уставки: фильтр внутреннего блока;Кондиционирование серверных;2;Охлаждение, Пусконаладка;40;80
T0594;Обслуживание: дренаж кондиционера;Кондиционирование серверных;3;Охлаждение, Монтаж, Документирование;70;120
T0595;Чистка: дренаж кондиционера;Кондиционирование серверных;1;Охлаждение;20;45
T0596;Диагностика: дренаж кондиционера;Кондиционирование серверных;2;Охлаждение, Диагностика;40;80
T0597;Настройка уставки: дренаж кондиционера;Кондиционирование серверных;3;Охлаждение, Пусконаладка, Документирование;70;120
T0598;Обслуживание: резервный кондиционер;Кондиционирование серверных;1;Охлаждение;20;45
T0599;Чистка: резервный кондиционер;Кондиционирование серверных;2;Охлаждение, Монтаж;40;80
T0600;Диагностика: резервный кондиционер;Кондиционирование серверных;3;Охлаждение, Диагностика, Документирование;70;120
T0601;Настройка уставки: резервный кондиционер;Кондиционирование серверных;1;Охлаждение;20;45
T0602;Сдача работ заказчику;Документация и сдача;2;Документирование, Согласование с заказчиком;40;80
T0603;Обновление схемы кросса;Документация и сдача;1;Документирование;20;45
T0604;Паспортизация линии;Документация и сдача;2;Документирование, Измерения;40;80
T0605;Оформление: акт выполненных работ;Документация и сдача;1;Документирование;20;45
T0606;Обновление: акт выполненных работ;Документация и сдача;2;Документирование, Пусконаладка;40;80
T0607;Сдача: акт выполненных работ;Документация и сдача;2;Документирование, Согласование с заказчиком;40;80
T0608;Фотофиксация: акт выполненных работ;Документация и сдача;1;Документирование;20;45
T0609;Оформление: исполнительная схема;Документация и сдача;1;Документирование;20;45
